paper_id,spec_id,outcome,estimate,p_value,baseline_group_id,closest_baseline_spec_id,is_baseline,is_core_test,category,notes,confidence
116359-V1,robust/sample/international_only,taubar,0.00010234531643172926,0.1875347654494715,G1,baseline_t5c1,FALSE,TRUE,core_sample,"International links only (N=142). Positive but insignificant at 5% (p=0.19). Smaller sample.",high
116359-V1,robust/sample/drop_short_links,taubar,0.00012666106571094894,0.001685024442308273,G1,baseline_t5c1,FALSE,TRUE,core_sample,"Drop links < 50km (N=409). Result unchanged. Significant at 1%.",high
116359-V1,robust/sample/drop_long_links,taubar,0.00013027829873328675,0.010222082651189497,G1,baseline_t5c1,FALSE,TRUE,core_sample,"Drop links > 800km (N=396). Result unchanged. Significant at 5%.",high
116359-V1,robust/sample/drop_top5pct_taubar,taubar,8.057593335636776e-05,0.0016661950826348786,G1,baseline_t5c1,FALSE,TRUE,core_sample,"Drop top 5% trade costs (N=392). Coefficient smaller but significant at 1%.",high
116359-V1,robust/sample/drop_bottom5pct_taubar,taubar,0.00011228805950311732,0.005759825002605122,G1,baseline_t5c1,FALSE,TRUE,core_sample,"Drop bottom 5% trade costs (N=392). Result stable. Significant at 1%.",high
116359-V1,robust/sample/paved_only,taubar,-2.7439967722190944e-05,0.48268484332186623,G1,baseline_t5c1,FALSE,TRUE,core_sample,"Paved roads only (N=217). Negative coefficient, insignificant. Distance does not predict costs within paved roads.",high
116359-V1,robust/sample/unpaved_only,taubar,0.00022979898964383552,0.0018978766478024024,G1,baseline_t5c1,FALSE,TRUE,core_sample,"Unpaved roads only (N=183). Much larger coefficient, significant at 1%. Distance matters more for unpaved roads.",high
116359-V1,robust/sample/large_markets_only,taubar,0.00012711611239323812,0.034061302885402295,G1,baseline_t5c1,FALSE,TRUE,core_sample,"Large market links only (popn>2, N=195). Positive, significant at 5%.",high
116359-V1,robust/sample/small_market_links,taubar,0.00011412202007618884,0.03384931159651577,G1,baseline_t5c1,FALSE,TRUE,core_sample,"Links with at least one small market (N=218). Positive, significant at 5%.",high
116359-V1,robust/sample/winsorize_1_99,taubar_winsorized,0.00011117993054988552,0.0032352470397315185,G1,baseline_t5c1,FALSE,TRUE,core_sample,"Winsorized taubar at 1st/99th percentile. Result stable. Significant at 1%.",high
116359-V1,robust/t6/no_cluster,taubar,4.954132462860367e-05,0.5731871362616874,G2,baseline_t6c5,FALSE,TRUE,core_se,"T6C5 specification without clustering. Distance still insignificant (p=0.57).",high
116359-V1,robust/t6/hc1,taubar,4.954132462860367e-05,0.6589060887986535,G2,baseline_t6c5,FALSE,TRUE,core_se,"T6C5 with HC1 robust SE. Distance still insignificant (p=0.66).",high
116359-V1,robust/t6/log_log,log_taubar,0.026607865415886205,0.688842627671831,G2,baseline_t6c5,FALSE,TRUE,core_funcform,"Log-log specification for international links. Distance still insignificant (p=0.69).",high
116359-V1,robust/t6/drop_language,taubar,4.6230610954621695e-05,0.7228748747467917,G2,baseline_t6c5,FALSE,TRUE,core_controls,"Drop language from T6C5. Distance still insignificant.",high
116359-V1,robust/t6/drop_fta,taubar,4.4463814444722565e-05,0.7343334825803343,G2,baseline_t6c5,FALSE,TRUE,core_controls,"Drop FTA from T6C5. Distance still insignificant.",high
116359-V1,robust/t6/drop_corruption,taubar,5.292458637198746e-05,0.6846203019762579,G2,baseline_t6c5,FALSE,TRUE,core_controls,"Drop corruption from T6C5. Distance still insignificant.",high
116359-V1,robust/t6/drop_lpi,taubar,6.0587693414235314e-05,0.6458938815414548,G2,baseline_t6c5,FALSE,TRUE,core_controls,"Drop LPI from T6C5. Distance still insignificant.",high
116359-V1,robust/t6/add_pop_control,taubar,4.3737520712063404e-05,0.7259279461965358,G2,baseline_t6c5,FALSE,TRUE,core_controls,"Add population control to T6C5. Distance still insignificant.",high
116359-V1,robust/t6/distance_only,taubar,0.0001532467054886853,0.3018264871817188,G2,baseline_t6c5,FALSE,TRUE,core_controls,"Distance only for international links. Still insignificant (p=0.30).",high
116359-V1,robust/t6/add_gdp,taubar,-8.219234301043259e-08,0.9994019480804553,G2,baseline_t6c5,FALSE,TRUE,core_controls,"Add GDP to T6C5. Distance coefficient essentially zero and insignificant.",high
116359-V1,robust/t6/winsorize_5_95,taubar_winsorized,3.862782489216283e-06,0.9568150061019745,G2,baseline_t6c5,FALSE,TRUE,core_sample,"Winsorized 5th/95th percentile for international links. Distance essentially zero.",high
116359-V1,robust/t6/quantile_50,taubar,-2.3079619846343158e-05,0.6940442617865394,G2,baseline_t6c5,FALSE,TRUE,core_funcform,"Median regression for international links. Distance negative and insignificant.",high
116359-V1,robust/t6/drop_short_links,taubar,1.7888547298428015e-05,0.9022693160130536,G2,baseline_t6c5,FALSE,TRUE,core_sample,"Drop < 100km for international links (N=129). Distance near zero and insignificant.",high
116359-V1,robust/port/no_cluster,taubar,-0.010933454454235367,0.1066611431693549,G3,baseline_tA13c1,FALSE,TRUE,core_se,"Port regression without clustering. Corruption negative, marginally insignificant (p=0.11). Same coefficient.",high
116359-V1,robust/port/corrupt_lpi_only,taubar,-0.010373587014923275,0.26801913414292233,G3,baseline_tA13c1,FALSE,TRUE,core_controls,"Corruption + LPI only. Corruption negative but insignificant.",high
116359-V1,robust/port/drop_gdp,taubar,-0.007895730122171159,0.40870852250692447,G3,baseline_tA13c1,FALSE,TRUE,core_controls,"Drop GDP from A13C1. Corruption negative but insignificant.",high
116359-V1,robust/port/log_outcome,log_taubar,-0.01784684352512738,0.44427529254329956,G3,baseline_tA13c1,FALSE,TRUE,core_funcform,"Log outcome for port links. Corruption negative but insignificant.",high
116359-V1,demand/sigma_ols,lnsh,0.4931701730906276,0.024132765391237588,G4,demand/sigma_ols,TRUE,TRUE,baseline,"OLS sigma estimation: lnsh ~ lnp, region-grain + country-year FE, cluster cgcode, N=463. sigma=1.49.",high
116359-V1,demand/sigma_iv,lnsh,0.09524417282806025,0.7254379127954333,G4,demand/sigma_ols,FALSE,TRUE,core_estimation,"IV estimation of sigma: instrument = log(world price). Coefficient drops to 0.095, sigma=1.10, insignificant (p=0.73).",high
116359-V1,demand/sigma_ols_cy_fe_only,lnsh,0.13062678509743175,0.6641069303672141,G4,demand/sigma_ols,FALSE,TRUE,core_estimation,"Country-year FE only (drop region-grain FE). Coefficient drops to 0.131, insignificant (p=0.66).",high
116359-V1,demand/sigma_ols_rg_fe_only,lnsh,0.02658706096140613,0.7435091497806271,G4,demand/sigma_ols,FALSE,TRUE,core_estimation,"Region-grain FE only (drop country-year FE). Coefficient drops to 0.027, insignificant (p=0.74).",high
116359-V1,demand/sigma_ols_hc1,lnsh,0.4931701730906276,0.008641947361159315,G4,demand/sigma_ols,FALSE,TRUE,core_se,"HC1 robust SE instead of clustering. Same coefficient, smaller SE, more significant (p=0.009).",high
116359-V1,demand/epsilon_ols_clustered,lnqpercap,-0.25573461032631095,0.0003441603227620634,G5,demand/epsilon_ols_clustered,TRUE,TRUE,baseline,"OLS epsilon: lnqpercap ~ lnp, region FE, cluster rcode, N=289. epsilon=-0.26, highly significant.",high
116359-V1,demand/epsilon_ols_nocluster,lnqpercap,-0.25573461032631095,0.00803439119179016,G5,demand/epsilon_ols_clustered,FALSE,TRUE,core_se,"Same as baseline without clustering. Larger SE but still significant at 1%.",high
116359-V1,demand/epsilon_iv,lnqpercap,-0.13633558399299595,0.2924694745533911,G5,demand/epsilon_ols_clustered,FALSE,TRUE,core_estimation,"IV estimation of epsilon: instrument = log(world price index). Coefficient attenuated to -0.14, insignificant (p=0.29).",high
116359-V1,demand/epsilon_ols_no_region_fe,lnqpercap,-0.39616806705748453,6.250823224447747e-05,G5,demand/epsilon_ols_clustered,FALSE,TRUE,core_estimation,"No region FE. Larger coefficient (-0.40), highly significant. Suggests FE absorb some price variation.",high
